last_name, first_name,player_id,year,xba,exit_velocity_avg,barrel_batted_rate,
Tulowitzki, Troy,453064,2015,.251,90,5.3,
Blackmon, Charlie,453568,2015,.251,86.9,3.9,
Frazier, Todd,453943,2015,.243,89.6,9,
Markakis, Nick,455976,2015,.259,88.3,0.8,
Butler, Billy,456714,2015,.244,89.4,7.5,
Cain, Lorenzo,456715,2015,.292,90.2,5.5,
McCutchen, Andrew,457705,2015,.285,90.6,9.3,
Jackson, Austin,457706,2015,.254,89.6,3.8,
Upton, Justin,457708,2015,.227,89.9,10.3,
Maybin, Cameron,457727,2015,.263,88.2,2.7,
Posey III, Buster,457763,2015,.298,89,6.1,
Bruce, Jay,457803,2015,.231,89.8,8.1,
Votto, Joey,458015,2015,.282,90.1,10.7,
Coghlan, Chris,458085,2015,.240,88.5,5.5,
Gardner, Brett,458731,2015,.250,88.8,4,
Braun, Ryan,460075,2015,.279,92.2,10.7,
Moss, Brandon,461235,2015,.225,89.1,11.7,
Kemp, Matt,461314,2015,.257,89.5,8.3,
Plouffe, Trevor,461858,2015,.248,89.8,7.9,
Andrus, Elvis,462101,2015,.240,87.3,1.5,
Cervelli, Francisco,465041,2015,.256,88.2,4.1,
Cabrera, Melky,466320,2015,.266,89.6,2.4,
Sandoval, Pablo,467055,2015,.222,88,4.8,
Ramos, Wilson,467092,2015,.247,90.6,6.3,
Santana, Carlos,467793,2015,.239,89.2,7.2,
Parra, Gerardo,467827,2015,.252,88.2,3.2,
Gonzalez, Carlos,471865,2015,.248,90.3,10.5,
Belt, Brandon,474832,2015,.264,89.8,10,
Brantley Jr., Michael,488726,2015,.287,89,3.9,
Escobar, Yunel,488862,2015,.276,89.7,2.8,
Morrison, Logan,489149,2015,.251,89.9,6.9,
Cespedes, Yoenis,493316,2015,.290,92.2,11.1,
Ramirez, Alexei,493351,2015,.238,84.7,1,
Solarte, Yangervis,500208,2015,.245,88.1,2.1,
Martinez, J.D.,502110,2015,.276,91.3,17.3,
Reddick, Josh,502210,2015,.262,88.4,5,
Murphy, Daniel,502517,2015,.280,89.9,4.7,
Goldschmidt, Paul,502671,2015,.274,92,12.5,
Altuve, Jose,514888,2015,.259,86.1,3.1,
Segura, Jean,516416,2015,.234,86.9,1.3,
Castro, Starlin,516770,2015,.238,86.3,4.3,
Marte, Starling,516782,2015,.269,87.8,6.7,
Donaldson, Josh,518626,2015,.276,92.5,12.2,
Heyward, Jason,518792,2015,.253,89.1,2.8,
LeMahieu, DJ,518934,2015,.265,90.5,1.9,
Moreland, Mitch,519048,2015,.276,91.4,10.4,
Moustakas, Mike,519058,2015,.257,89.4,6.4,
Norris, Derek,519083,2015,.218,87.1,2.3,
Revere, Ben,519184,2015,.275,83.1,0,
Rizzo, Anthony,519203,2015,.272,88.7,8,
Vogt, Stephen,519390,2015,.244,86.9,5.6,
Galvis, Freddy,520471,2015,.231,86.1,2.1,
Perez, Salvador,521692,2015,.256,87.3,5.3,
Forsythe, Logan,523253,2015,.248,88.4,3.7,
Flores, Wilmer,527038,2015,.234,86.4,1.9,
Garcia, Avisail,541645,2015,.263,88.6,5,
Inciarte, Ender,542255,2015,.247,85.5,1.3,
Burns, Billy,542993,2015,.229,83.2,0.5,
Crawford, Brandon,543063,2015,.252,90.3,8.7,
Giavotella, Johnny,543213,2015,.255,85.8,1,
Gose, Anthony,543238,2015,.220,88.2,2.3,
Hosmer, Eric,543333,2015,.286,89.8,7.1,
Kipnis, Jason,543401,2015,.286,89.4,2.8,
Lawrie, Brett,543434,2015,.245,90,4.7,
Semien, Marcus,543760,2015,.233,87.1,4.5,
Strange-Gordon, Dee,543829,2015,.252,84.4,1.1,
Wong, Kolten,543939,2015,.256,87.4,3,
Gregorius, Didi,544369,2015,.247,85.4,1.6,
Trout, Mike,545361,2015,.295,92.9,16.4,
Herrera, Odubel,546318,2015,.237,88.7,3.2,
Harper, Bryce,547180,2015,.291,91.4,13.2,
Abreu, Jose,547989,2015,.261,91,9.3,
Polanco, Gregory,570256,2015,.251,89.9,4.4,
Arenado, Nolan,571448,2015,.253,90.6,8.3,
Holt, Brock,571788,2015,.249,86.6,0.6,
Owings, Chris,572008,2015,.218,86.9,2.6,
Pollock, AJ,572041,2015,.291,88.9,5.7,
Seager, Kyle,572122,2015,.277,89.3,7,
Taylor, Michael A.,572191,2015,.222,88.7,6.3,
Carpenter, Matt,572761,2015,.274,89,9.1,
Dozier, Brian,572821,2015,.216,87.2,5.9,
Bryant, Kris,592178,2015,.233,89.7,11.5,
Castellanos, Nick,592206,2015,.254,88.3,7.7,
Machado, Manny,592518,2015,.263,91.4,7.6,
Pederson, Joc,592626,2015,.209,91.1,11.8,
Simmons, Andrelton,592743,2015,.267,86.5,1.2,
Yelich, Christian,592885,2015,.299,91.7,4.8,
Bogaerts, Xander,593428,2015,.266,88,2.5,
Calhoun, Kole,594777,2015,.243,86.2,6.8,
Eaton, Adam,594809,2015,.238,88.1,3.1,
Gattis, Evan,594828,2015,.242,88.9,7.1,
Kiermaier, Kevin,595281,2015,.264,87.6,2.4,
Betts, Mookie,605141,2015,.276,90.4,5.5,
Peterson, Jace,607054,2015,.239,87.1,3.3,
Pillar, Kevin,607680,2015,.252,85.8,1.8,
Russell, Addison,608365,2015,.202,86.7,5.2,
Duffy, Matt,622110,2015,.269,88,4,
Beltran, Carlos,136860,2017,.229,87.3,4.6,
Pujols, Albert,405395,2017,.260,88.7,5.4,
Mauer, Joe,408045,2017,.308,90.6,4.5,
Cabrera, Miguel,408234,2017,.279,91.1,10.5,
Phillips, Brandon,408252,2017,.268,84.6,2.4,
Reyes, Jose,408314,2017,.241,84.3,2.6,
Choo, Shin-Soo,425783,2017,.269,88.7,8.6,
Molina, Yadier,425877,2017,.269,87.9,5.9,
Cano, Robinson,429664,2017,.294,90.3,6.3,
Encarnacion, Edwin,429665,2017,.266,89.2,10.3,
Bautista, Jose,430832,2017,.207,88.4,6.4,
Jones, Adam,430945,2017,.261,86.9,6.4,
Granderson, Curtis,434158,2017,.223,87.7,10.9,
Ramirez, Hanley,434670,2017,.263,88.5,9.5,
Morales, Kendrys,434778,2017,.270,91.1,10,
Kinsler, Ian,435079,2017,.256,86.3,4.9,
Cruz Jr., Nelson,443558,2017,.287,93.2,14.2,
Trumbo, Mark,444432,2017,.235,89.7,7.1,
Peralta, David,444482,2017,.261,88,4.1,
Escobar, Alcides,444876,2017,.250,84,2.2,
Longoria, Evan,446334,2017,.249,86.7,5.2,
Cozart, Zack,446359,2017,.254,85.8,4.4,
Reynolds, Mark,448602,2017,.223,87.2,8.3,
Davis, Chris,448801,2017,.223,90,12.5,
Headley, Chase,452104,2017,.248,87.3,4.6,
Pence, Hunter,452254,2017,.254,89,5.8,
Span, Denard,452655,2017,.279,85.3,3.3,
Cabrera, Asdrubal,452678,2017,.262,87.2,4.7,
Blackmon, Charlie,453568,2017,.288,87.3,8.7,
Frazier, Todd,453943,2017,.229,87.5,9.3,
Markakis, Nick,455976,2017,.267,88.3,3.3,
Cain, Lorenzo,456715,2017,.299,89.1,3.5,
McCutchen, Andrew,457705,2017,.280,88.4,7.7,
Upton, Justin,457708,2017,.254,88.8,13.2,
Turner, Justin,457759,2017,.295,89.4,8.6,
Posey III, Buster,457763,2017,.276,88.7,3.5,
Bruce, Jay,457803,2017,.260,88.4,10.5,
Votto, Joey,458015,2017,.298,87.5,9.1,
Gardner, Brett,458731,2017,.267,86.4,3.8,
Joyce, Matt,459964,2017,.249,88.1,8.8,
Gordon, Alex,460086,2017,.221,86.3,4.5,
Andrus, Elvis,462101,2017,.264,86.5,4.2,
Cabrera, Melky,466320,2017,.296,88.3,3.8,
Santana, Carlos,467793,2017,.265,88.6,7.5,
Gonzalez, Carlos,471865,2017,.234,87.5,5.9,
Mercer, Jordy,474568,2017,.252,85.8,3.1,
Alonso, Yonder,475174,2017,.258,89.1,9.6,
Smoak, Justin,475253,2017,.277,89.6,13.6,
Zimmerman, Ryan,475582,2017,.287,91.4,12.2,
Lowrie, Jed,476704,2017,.287,88.9,6,
Morrison, Logan,489149,2017,.253,88.6,12.8,
Gurriel, Yuli,493329,2017,.285,90.1,3.4,
Solarte, Yangervis,500208,2017,.240,85.4,3.9,
Freese, David,501896,2017,.257,88.9,6.4,
Davis, Khris,501981,2017,.258,92.3,17.7,
Pham, Tommy,502054,2017,.283,89.6,9.3,
Reddick, Josh,502210,2017,.288,87.7,3.8,
Murphy, Daniel,502517,2017,.300,89.6,4.8,
Goldschmidt, Paul,502671,2017,.283,91.5,13.3,
Gonzalez, Marwin,503556,2017,.245,88.7,6.6,
Altuve, Jose,514888,2017,.286,86.1,6.7,
Hernandez, Cesar,514917,2017,.264,85.8,2.9,
Segura, Jean,516416,2017,.270,87.6,3.2,
Freeman, Freddie,518692,2017,.286,89.7,13.3,
LeMahieu, DJ,518934,2017,.303,89.3,1.9,
Moreland, Mitch,519048,2017,.269,89.3,12,
Moustakas, Mike,519058,2017,.267,87.4,8.6,
Rizzo, Anthony,519203,2017,.284,88.4,9.3,
Souza Jr., Steven,519306,2017,.236,88.8,11.5,
Stanton, Giancarlo,519317,2017,.278,91.9,17.4,
Thames, Eric,519346,2017,.227,88.2,11.1,
Galvis, Freddy,520471,2017,.239,86.3,2.4,
Garcia, Avisail,541645,2017,.294,90.3,8.8,
Inciarte, Ender,542255,2017,.258,82.8,0.5,
Ozuna, Marcell,542303,2017,.282,90.8,9.3,
Beckham, Tim,542921,2017,.258,88.4,9.5,
Crawford, Brandon,543063,2017,.240,87.5,5.8,
Harrison, Josh,543281,2017,.253,84.9,2.7,
Hosmer, Eric,543333,2017,.290,89.8,7,
Rendon, Anthony,543685,2017,.272,89.8,6.5,
Shaw, Travis,543768,2017,.251,88.6,7.4,
Springer III, George,543807,2017,.285,89.2,9.3,
Strange-Gordon, Dee,543829,2017,.248,81.6,0.2,
Gregorius, Didi,544369,2017,.257,84.4,3.6,
Trout, Mike,545361,2017,.294,88.8,13.3,
Herrera, Odubel,546318,2017,.257,87.2,6.2,
Abreu, Jose,547989,2017,.288,90.6,9.5,
Suarez, Eugenio,553993,2017,.261,86.3,6.9,
Santana, Domingo,570267,2017,.265,89.2,9.4,
Sanchez, Yolmer,570560,2017,.241,84.9,3.6,
Schoop, Jonathan,570731,2017,.270,87.9,7,
Arenado, Nolan,571448,2017,.278,88.8,8.5,
Hamilton, Billy,571740,2017,.232,80.5,0.4,
Joseph, Tommy,571830,2017,.238,89.2,7.3,
Lamb, Jake,571875,2017,.253,88.3,9.3,
Myers, Wil,571976,2017,.232,89.5,9.1,
Seager, Kyle,572122,2017,.255,88.3,8.6,
Carpenter, Matt,572761,2017,.253,89.7,8.2,
Dickerson, Corey,572816,2017,.258,87.2,7.5,
Dozier, Brian,572821,2017,.242,87.9,8.4,
Bryant, Kris,592178,2017,.259,87,9.6,
Castellanos, Nick,592206,2017,.290,89,10.5,
Gamel, Ben,592325,2017,.253,86.3,4.1,
Healy, Ryon,592387,2017,.246,88.2,7.1,
Judge, Aaron,592450,2017,.286,94.9,25.7,
Machado, Manny,592518,2017,.284,91.3,10.5,
Realmuto, J.T.,592663,2017,.277,88.2,6.3,
Rosario, Eddie,592696,2017,.263,87.2,7.4,
Simmons, Andrelton,592743,2017,.258,86.2,2.6,
Yelich, Christian,592885,2017,.284,90.6,7,
Merrifield, Whit,593160,2017,.271,87.6,5.1,
Bogaerts, Xander,593428,2017,.243,87.3,1.3,
Polanco, Jorge,593871,2017,.237,85,2.6,
Calhoun, Kole,594777,2017,.248,88.3,5.7,
Duvall, Adam,594807,2017,.225,87.3,8.9,
Schebler, Scott,594988,2017,.256,89.1,10.2,
Baez, Javier,595879,2017,.238,87.9,8.4,
Lindor, Francisco,596019,2017,.276,89,7.1,
Odor, Rougned,596059,2017,.228,89.1,6,
Story, Trevor,596115,2017,.215,89.4,10.5,
Sanchez, Gary,596142,2017,.283,90.8,11.5,
Kepler, Max,596146,2017,.243,88.7,4,
Franco, Maikel,596748,2017,.245,88.9,5.8,
Bradley Jr. Jr., Jackie,598265,2017,.244,88.3,7.8,
Bell, Josh,605137,2017,.258,87.6,6.4,
Betts, Mookie,605141,2017,.270,88.4,4.5,
Panik, Joe,605412,2017,.254,85,2.6,
Arcia, Orlando,606115,2017,.243,85.7,3.9,
Peraza, Jose,606299,2017,.278,82.7,1.7,
Pillar, Kevin,607680,2017,.267,86,3.4,
Ramirez, Jose,608070,2017,.299,88.2,5,
Bregman, Alex,608324,2017,.276,87.6,4.7,
Gallo, Joey,608336,2017,.224,93.3,22.1,
Seager, Corey,608369,2017,.300,89.7,8.5,
Mazara, Nomar,608577,2017,.247,89,6.5,
Swanson, Dansby,621020,2017,.242,86.9,3,
Taylor, Chris,621035,2017,.267,87,8,
Buxton, Byron,621439,2017,.230,88.1,5.6,
Margot, Manuel,622534,2017,.252,85.3,2.6,
Puig, Yasiel,624577,2017,.267,88.5,9.4,
Anderson, Tim,641313,2017,.243,85.6,5.1,
Bellinger, Cody,641355,2017,.253,90.8,12.2,
Mancini III, Trey,641820,2017,.263,88.6,10,
Benintendi, Andrew,643217,2017,.263,87.5,5.5,
Cabrera, Miguel,408234,2020,.285,93.2,9.7,
Peralta, David,444482,2020,.257,89.2,5,
Santana, Carlos,467793,2020,.250,88,6.7,
Brantley Jr., Michael,488726,2020,.260,88.7,4.9,
Escobar, Eduardo,500871,2020,.261,88.6,5.5,
Reddick, Josh,502210,2020,.245,85.9,4.8,
Gonzalez, Marwin,503556,2020,.240,89.2,5.1,
Hernandez, Cesar,514917,2020,.273,89.1,4,
Freeman, Freddie,518692,2020,.338,92.4,14.7,
LeMahieu, DJ,518934,2020,.308,91.3,2.9,
Rizzo, Anthony,519203,2020,.265,87.7,7.8,
Garcia, Avisail,541645,2020,.244,87.4,3.8,
Ozuna, Marcell,542303,2020,.312,93,15.4,
Aguilar, Jesus,542583,2020,.271,89.3,7.2,
Crawford, Brandon,543063,2020,.234,88.7,9.4,
Semien, Marcus,543760,2020,.203,86.2,5,
Harper, Bryce,547180,2020,.308,92.5,17.3,
Abreu, Jose,547989,2020,.299,92.9,14.3,
Muncy, Max,571970,2020,.233,88.5,12.4,
Myers, Wil,571976,2020,.282,91,14.8,
Pollock, AJ,572041,2020,.271,89.6,10.5,
Dickerson, Corey,572816,2020,.252,85.7,5.7,
Yastrzemski, Mike,573262,2020,.254,88.2,10.9,
Moran, Colin,592567,2020,.252,91.9,13.4,
Realmuto, J.T.,592663,2020,.246,90.2,13.6,
Merrifield, Whit,593160,2020,.292,86.1,5.1,
Polanco, Jorge,593871,2020,.263,86.6,2.8,
Duvall, Adam,594807,2020,.227,88.1,13.9,
Baez, Javier,595879,2020,.214,89.4,8.1,
Story, Trevor,596115,2020,.252,89.9,8.7,
La Stella, Tommy,600303,2020,.273,88,4.8,
Nunez, Renato,600524,2020,.227,86.3,12.1,
Anderson, Brian,605119,2020,.227,87.4,9.6,
Davis, J.D.,605204,2020,.256,90.1,8.9,
Nimmo, Brandon,607043,2020,.254,87.2,7.7,
Reyes, Franmil,614177,2020,.245,92.4,12.9,
Taylor, Chris,621035,2020,.270,88,11.5,
Correa, Carlos,621043,2020,.254,88.6,5.9,
Alonso, Pete,624413,2020,.222,90.2,12.8,
Frazier, Adam,624428,2020,.250,85.5,4,
Crawford, J.P.,641487,2020,.254,85.8,1.8,
McNeil, Jeff,643446,2020,.276,86.6,2.5,
Schwarber, Kyle,656941,2020,.220,92.8,11.2,
Acuna Jr., Ronald,660670,2020,.254,92.4,16,
Fletcher, David,664058,2020,.292,84.7,0.5,
Gurriel Jr., Lourdes,666971,2020,.280,90.8,11.7,
Hiura, Keston,669374,2020,.209,87.4,14.2,
Lopez, Nicky,670032,2020,.238,84.9,1.5,
Robert, Luis,673357,2020,.223,87.9,13,
Cabrera, Asdrubal,452678,2020,.242,89.5,6.5,
Votto, Joey,458015,2020,.253,87.4,9.1,
Gurriel, Yuli,493329,2020,.262,89.3,3.7,
Segura, Jean,516416,2020,.250,87.7,6.1,
Grandal, Yasmani,518735,2020,.207,90.3,7.6,
Villar, Jonathan,542340,2020,.208,86.6,1.5,
Vazquez, Christian,543877,2020,.221,88.4,4.6,
Wong, Kolten,543939,2020,.241,86.5,0.6,
Castellanos, Nick,592206,2020,.272,91,16,
Rosario, Eddie,592696,2020,.244,87.5,6.2,
Yelich, Christian,592885,2020,.248,94,12.1,
Sano, Miguel,593934,2020,.214,95.2,22.9,
Calhoun, Kole,594777,2020,.258,89.4,11.8,
Lindor, Francisco,596019,2020,.278,89.9,5.6,
Ahmed, Nick,605113,2020,.244,87.7,5.2,
Bell, Josh,605137,2020,.228,91.7,8.6,
Arcia, Orlando,606115,2020,.279,89,5.6,
Hernandez, Teoscar,606192,2020,.294,93.3,18,
Marte, Ketel,606466,2020,.261,89.2,3.7,
Gallo, Joey,608336,2020,.190,91.2,14,
Anderson, Tim,641313,2020,.291,87.2,10.1,
Dozier, Hunter,641531,2020,.233,86.4,8.2,
Lewis, Kyle,641786,2020,.238,88.3,11.7,
McMahon, Ryan,641857,2020,.201,90.1,11.2,
Smith, Dominic,642086,2020,.301,89.8,13.3,
Adames, Willy,642715,2020,.228,88.8,9.9,
Kiner-Falefa, Isiah,643396,2020,.260,87.2,2.2,
Devers, Rafael,646240,2020,.255,93,12.1,
Verdugo, Alex,657077,2020,.238,87,6.4,
Moncada, Yoan,660162,2020,.206,87.8,6.2,
Grisham, Trent,663757,2020,.264,88.3,11.1,
Soto, Juan,665742,2020,.332,92.1,18.3,
Cruz Jr., Nelson,443558,2020,.265,91.6,15,
Blackmon, Charlie,453568,2020,.274,86.9,4.9,
Solano, Donovan,456781,2020,.280,88.5,4.6,
McCutchen, Andrew,457705,2020,.273,89.7,8.2,
Marte, Starling,516782,2020,.262,87.1,6.4,
Hicks, Aaron,543305,2020,.254,88.2,6.9,
Rendon, Anthony,543685,2020,.286,90.1,6.3,
Grichuk, Randal,545341,2020,.266,88.9,11.2,
Ruiz, Rio,547004,2020,.211,87.9,8.5,
Arenado, Nolan,571448,2020,.234,87.8,5.4,
Seager, Kyle,572122,2020,.252,89.1,10.2,
Walker, Christian,572233,2020,.264,90.4,6.4,
Canha, Mark,592192,2020,.238,89.7,7.7,
Alberto, Hanser,593643,2020,.244,82.3,1,
Franco, Maikel,596748,2020,.254,86.7,5.8,
Bradley Jr. Jr., Jackie,598265,2020,.226,88.3,7.6,
Turner, Trea,607208,2020,.299,90.5,9.5,
Ramirez, Jose,608070,2020,.263,88.7,10.2,
Seager, Corey,608369,2020,.326,93.2,15.8,
Swanson, Dansby,621020,2020,.266,89.1,11.4,
Cronenworth, Jake,630105,2020,.321,89.8,10.5,
Robles, Victor,645302,2020,.205,82.2,1.7,
Jimenez, Eloy,650391,2020,.282,92.4,16.5,
White, Evan,657108,2020,.189,91.7,14.1,
Laureano, Ramon,657656,2020,.235,87.7,9.4,
Riley, Austin,663586,2020,.257,91,10,
Lowe, Brandon,664040,2020,.260,89.8,17.5,
Reynolds, Bryan,668804,2020,.227,87.5,10.2,
Edman, Tommy,669242,2020,.265,86.5,3.8,
Solak, Nick,669256,2020,.264,89.9,4.7,
Longoria, Evan,446334,2020,.280,91.7,11.5,
Martinez, J.D.,502110,2020,.228,89.5,11,
Goldschmidt, Paul,502671,2020,.285,89.2,10.7,
Altuve, Jose,514888,2020,.229,86.7,4.6,
Flores, Wilmer,527038,2020,.249,87.9,6.1,
Grossman, Robbie,543257,2020,.239,89,5.5,
Springer III, George,543807,2020,.290,88.7,12.4,
Gregorius, Didi,544369,2020,.262,83.8,4.2,
Trout, Mike,545361,2020,.286,93.7,15,
Suarez, Eugenio,553993,2020,.216,89.1,14.4,
Gonzalez, Erik,570481,2020,.236,88.5,6.7,
Voit III, Luke,572228,2020,.279,88.9,13.1,
Contreras, Willson,575929,2020,.249,89.8,10.4,
Machado, Manny,592518,2020,.302,90.2,11,
Bogaerts, Xander,593428,2020,.257,89,8.6,
Profar, Jurickson,595777,2020,.279,87.2,3.2,
Kepler, Max,596146,2020,.256,88.5,5.1,
Candelario, Jeimer,600869,2020,.275,90.2,10.3,
Betts, Mookie,605141,2020,.281,90.7,7.7,
Tapia, Raimel,606132,2020,.251,85.3,2,
Pillar, Kevin,607680,2020,.268,87.1,5.4,
Mondesi, Adalberto,609275,2020,.213,90.6,7.3,
Olson, Matt,621566,2020,.221,92.3,12.8,
Reyes, Victor,622682,2020,.286,90,3.8,
Biggio, Cavan,624415,2020,.214,87.4,5,
Conforto, Michael,624424,2020,.284,88.4,11,
Bellinger, Cody,641355,2020,.280,89.3,9.4,
Tucker, Kyle,663656,2020,.265,91.1,9.1,
Happ, Ian,664023,2020,.258,91.1,10.3,
Tatis Jr., Fernando,665487,2020,.296,95.9,19.5,
Guerrero Jr., Vladimir,665489,2020,.260,92.5,8.7,
Pujols, Albert,405395,2019,.247,88.3,5.8,
Cabrera, Miguel,408234,2019,.266,90.4,6.7,
Choo, Shin-Soo,425783,2019,.262,91.9,9,
Jones, Adam,430945,2019,.256,86.1,6.7,
Cruz Jr., Nelson,443558,2019,.290,93.7,19.9,
Longoria, Evan,446334,2019,.269,89.7,7.5,
Fowler, Dexter,451594,2019,.247,85.5,7.4,
Cabrera, Asdrubal,452678,2019,.237,89.1,5.7,
Blackmon, Charlie,453568,2019,.294,88.7,8.3,
Cain, Lorenzo,456715,2019,.282,89.5,4.1,
Turner, Justin,457759,2019,.282,90.3,7.8,
Votto, Joey,458015,2019,.254,88.9,6.9,
Gardner, Brett,458731,2019,.228,87.7,3.9,
Braun, Ryan,460075,2019,.263,91.5,9.5,
Gordon, Alex,460086,2019,.252,88.7,5.4,
Andrus, Elvis,462101,2019,.269,88.4,3.5,
Ramos, Wilson,467092,2019,.262,90,4.7,
Santana, Carlos,467793,2019,.265,91.8,9.6,
Belt, Brandon,474832,2019,.241,87.3,8.7,
Brantley Jr., Michael,488726,2019,.286,88.8,5.5,
Gurriel, Yuli,493329,2019,.274,89.3,3.6,
Rojas, Miguel,500743,2019,.271,87.4,2.6,
Escobar, Eduardo,500871,2019,.254,87.8,7,
Davis, Khris,501981,2019,.225,90.2,9.8,
Pham, Tommy,502054,2019,.274,90.9,7.9,
Martinez, J.D.,502110,2019,.295,91.3,11.5,
Reddick, Josh,502210,2019,.267,86.1,3.4,
Goldschmidt, Paul,502671,2019,.253,90.2,11.3,
Altuve, Jose,514888,2019,.260,87.4,8.1,
Hernandez, Cesar,514917,2019,.261,86.1,2.7,
Segura, Jean,516416,2019,.269,88.2,3.2,
Castro, Starlin,516770,2019,.265,88.5,6.2,
Marte, Starling,516782,2019,.289,88.6,8,
Donaldson, Josh,518626,2019,.262,92.9,15.7,
Freeman, Freddie,518692,2019,.290,89.7,12.3,
Grandal, Yasmani,518735,2019,.238,90.7,11.3,
Heyward, Jason,518792,2019,.253,88.8,5.7,
LeMahieu, DJ,518934,2019,.309,91.9,7.5,
Moustakas, Mike,519058,2019,.258,89.5,10.3,
Rizzo, Anthony,519203,2019,.295,89,6.8,
Galvis, Freddy,520471,2019,.234,88.8,5.8,
Garcia, Avisail,541645,2019,.271,89.5,11.7,
Ozuna, Marcell,542303,2019,.280,91.8,12.1,
Villar, Jonathan,542340,2019,.244,88.9,6.8,
Santana, Danny,542454,2019,.277,91.4,9.5,
Crawford, Brandon,543063,2019,.236,87.8,5.4,
Hosmer, Eric,543333,2019,.253,90.8,7.2,
Kipnis, Jason,543401,2019,.253,88.1,5.5,
Rendon, Anthony,543685,2019,.309,90.4,12,
Semien, Marcus,543760,2019,.261,88.9,8.5,
Springer III, George,543807,2019,.276,89.8,14.1,
Vazquez, Christian,543877,2019,.244,89.4,5.9,
Wong, Kolten,543939,2019,.237,86.2,2.2,
Garcia, Leury,544725,2019,.241,88.2,3.8,
Grichuk, Randal,545341,2019,.236,89.3,8.5,
Trout, Mike,545361,2019,.307,90.9,18.9,
Harper, Bryce,547180,2019,.271,91.9,14.8,
Abreu, Jose,547989,2019,.277,92.1,12.6,
Suarez, Eugenio,553993,2019,.243,89.3,13.8,
Santana, Domingo,570267,2019,.245,89,12.1,
Sanchez, Yolmer,570560,2019,.225,87.1,1,
Arenado, Nolan,571448,2019,.270,89.4,8,
Muncy, Max,571970,2019,.261,89.8,12,
Voit III, Luke,572228,2019,.245,89.7,13.2,
Walker, Christian,572233,2019,.262,91.1,13.1,
Iglesias, Jose,578428,2019,.256,84.1,2.3,
Bryant, Kris,592178,2019,.245,87.6,9.3,
Castellanos, Nick,592206,2019,.276,88.9,10.9,
Machado, Manny,592518,2019,.265,91.2,8,
Moran, Colin,592567,2019,.257,88.2,7.4,
Pederson, Joc,592626,2019,.246,91.2,10.3,
Realmuto, J.T.,592663,2019,.273,90.3,8.7,
Rosario, Eddie,592696,2019,.258,89.2,8.5,
Yelich, Christian,592885,2019,.313,93.3,15.8,
Merrifield, Whit,593160,2019,.273,87,4.3,
Bogaerts, Xander,593428,2019,.267,90.5,8.4,
Alberto, Hanser,593643,2019,.274,84.4,2.9,
Polanco, Jorge,593871,2019,.267,88,6.7,
Calhoun, Kole,594777,2019,.239,89.5,11.2,
Eaton, Adam,594809,2019,.252,88.9,3.8,
Profar, Jurickson,595777,2019,.241,86.6,6.2,
Baez, Javier,595879,2019,.262,91.1,12.7,
Lindor, Francisco,596019,2019,.272,91,7.5,
Odor, Rougned,596059,2019,.218,91.1,13.6,
Story, Trevor,596115,2019,.260,91,8.9,
Vogelbach, Daniel,596129,2019,.223,88.8,10.5,
Kepler, Max,596146,2019,.257,89.7,8.9,
Bradley Jr. Jr., Jackie,598265,2019,.224,90.2,9.6,
Nunez, Renato,600524,2019,.252,89.9,10.7,
Ahmed, Nick,605113,2019,.255,87.8,6.6,
Anderson, Brian,605119,2019,.253,89.9,8.9,
Bell, Josh,605137,2019,.282,92.4,12.7,
Betts, Mookie,605141,2019,.304,91,10.3,
Smith, Mallex,605480,2019,.199,85.2,2.2,
Arcia, Orlando,606115,2019,.219,87.9,4.3,
Marte, Ketel,606466,2019,.300,90,9.3,
Turner, Trea,607208,2019,.280,90.4,6.8,
Pillar, Kevin,607680,2019,.261,86.4,4.9,
Ramirez, Jose,608070,2019,.266,89.2,6.3,
Bregman, Alex,608324,2019,.260,89.3,4.8,
Seager, Corey,608369,2019,.254,88.8,7.3,
Reyes, Franmil,614177,2019,.262,93.3,14.8,
Swanson, Dansby,621020,2019,.271,89.9,10.1,
Newman, Kevin,621028,2019,.271,85.3,2.1,
Olson, Matt,621566,2019,.273,92.7,14.5,
Alonso, Pete,624413,2019,.252,90.7,15.8,
Conforto, Michael,624424,2019,.261,89.2,11.6,
Frazier, Adam,624428,2019,.271,87.1,1.9,
Puig, Yasiel,624577,2019,.250,90,9.2,
Soler, Jorge,624585,2019,.273,92.6,16.6,
Meadows, Austin,640457,2019,.282,90.4,12.5,
Anderson, Tim,641313,2019,.287,88.3,5.1,
Bellinger, Cody,641355,2019,.317,91.2,13,
Dozier, Hunter,641531,2019,.255,91,10,
Mancini III, Trey,641820,2019,.277,90.3,10.3,
McMahon, Ryan,641857,2019,.242,91.9,9,
Rosario, Amed,642708,2019,.280,89.3,4.2,
Adames, Willy,642715,2019,.248,88.5,8.4,
Benintendi, Andrew,643217,2019,.260,89.1,8.1,
McNeil, Jeff,643446,2019,.279,88.9,4.8,
Albies, Ozzie,645277,2019,.285,88.9,6.6,
Robles, Victor,645302,2019,.229,83.3,4.8,
Devers, Rafael,646240,2019,.293,92.5,9,
Jimenez, Eloy,650391,2019,.265,91.1,12.8,
Torres, Gleyber,650402,2019,.255,89.1,10.1,
Chapman, Matt,656305,2019,.246,92.7,12.1,
Hoskins, Rhys,656555,2019,.215,89.7,9.7,
Schwarber, Kyle,656941,2019,.262,93.5,14.5,
